ID;Note;Amount;Category;Account;Currency;Date;Event;Exclude Report
4869;Marigold Na Ta Deco yogurt;-2.2;Food & Beverage;Main Wallet;SGD;13/04/2020;No
4868;McDonald's sausage egg McGriddle;-3.5;Food & Beverage;Main Wallet;SGD;13/04/2020;No
4867;Sunshine White Bread 400g;-1.7;Food & Beverage;Main Wallet;SGD;11/04/2020;No
4866;Hello panda milk biscuits;-0.95;Food & Beverage;Main Wallet;SGD;11/04/2020;No
4865;NTUC membership;-9;Investment;Main Wallet;SGD;09/04/2020;No
4863;Marigold yogurt savings;2.9;Gifts;Main Wallet;SGD;08/04/2020;No
4864;Bahlsen vanilla creamy waffers;-2.95;Food & Beverage;Main Wallet;SGD;08/04/2020;No
4862;Marigold Strawberry yogurt;-2.2;Food & Beverage;Main Wallet;SGD;08/04/2020;No
4861;Marigold Na Ta Deco yogurt;-2.2;Food & Beverage;Main Wallet;SGD;08/04/2020;No
4860;Marigold Na Ta Deco yogurt;-2.2;Food & Beverage;Main Wallet;SGD;08/04/2020;No
4859;Marigold Mixed Berry yogurt;-2.2;Food & Beverage;Main Wallet;SGD;08/04/2020;No
4858;T Honey Cherry tomato;-1.5;Food & Beverage;Main Wallet;SGD;08/04/2020;No
4857;Gardenia original wraps 250g;-2.8;Food & Beverage;Main Wallet;SGD;08/04/2020;No
4856;D-plus yuzu citrus bun 80g;-1;Food & Beverage;Main Wallet;SGD;08/04/2020;No
4855;D-plus strawberry strawberry bun;-1;Food & Beverage;Main Wallet;SGD;08/04/2020;No
4854;D-plus Hokkaido bun;-1;Food & Beverage;Main Wallet;SGD;08/04/2020;No
4853;Cowhead strawberry Crossiant 50g;-1;Food & Beverage;Main Wallet;SGD;08/04/2020;No
4852;Cowhead milk Crossiant 50g;-1;Food & Beverage;Main Wallet;SGD;08/04/2020;No
4851;Crunchy first baby butterhead lettuce 160g;-2.85;Food & Beverage;Main Wallet;SGD;08/04/2020;No
4850;"CDA Malay food rice with lemak, 3 nuggets and 1 bagadil";-2;Food & Beverage;Main Wallet;SGD;07/04/2020;No
4849;Sunshine White Bread 400g;-1.7;Food & Beverage;Main Wallet;SGD;06/04/2020;No
4848;Smuckers Blueberry jam 340g;-4.5;Food & Beverage;Main Wallet;SGD;06/04/2020;No
4847;Hershey's cookies and cream chocolate bar;-1.8;Food & Beverage;Main Wallet;SGD;06/04/2020;No
4846;Camel Roast peanuts 150g;-1.45;Food & Beverage;Main Wallet;SGD;06/04/2020;No
4845;"CDA Malay food rice with curry, 3 nuggets and 1 hashbrown";-2.3;Food & Beverage;Main Wallet;SGD;06/04/2020;No
4844;McDonald's Filet O Fish Burger;-2;Food & Beverage;Main Wallet;SGD;05/04/2020;No
4843;"CDA Malay food rice with 3 nuggets, toufu and lemak curry";-3;Food & Beverage;Main Wallet;SGD;03/04/2020;No
4842;Purchase of 1 eth;-206;Crypto;Main Wallet;SGD;03/04/2020;No
4841;City Hair Saloon #haircut;-10;Investment;Main Wallet;SGD;02/04/2020;No
4837;Kleenex 3P PK Tissue VP-F;-3.25;Investment;Main Wallet;SGD;02/04/2020;No
4840;Nscafe Ipoh coffee original;-6.95;Food & Beverage;Main Wallet;SGD;02/04/2020;No
4839;Hello panda strawberry biscuits;-0.95;Food & Beverage;Main Wallet;SGD;02/04/2020;No
4838;Hello panda strawberry biscuits;-0.95;Food & Beverage;Main Wallet;SGD;02/04/2020;No
4836;Farm pride chicken patty 375g;-4.45;Food & Beverage;Main Wallet;SGD;02/04/2020;No
4835;D-plus strawberry strawberry bun;-1;Food & Beverage;Main Wallet;SGD;02/04/2020;No
4834;D-plus Hokkaido bun;-1;Food & Beverage;Main Wallet;SGD;02/04/2020;No
4833;Cowhead milk Crossiant 50g;-1;Food & Beverage;Main Wallet;SGD;02/04/2020;No
4832;Ayam Tuna Spread Floss 120g;-2.05;Food & Beverage;Main Wallet;SGD;02/04/2020;No
4831;Sunshine White Bread 400g;-1.7;Food & Beverage;Main Wallet;SGD;31/03/2020;No
4830;Pringles Tortilla Nacho cheese 110;-2.45;Food & Beverage;Main Wallet;SGD;31/03/2020;No
4828;McDonald's sausage egg McGriddle;-3.5;Food & Beverage;Main Wallet;SGD;31/03/2020;No
4829;HCL Monthly Salary;2610.15;Salary;Main Wallet;SGD;31/03/2020;No
4827;"CDA rice with gravy, tofu, potato wedges, 3 nuggets";-3.5;Food & Beverage;Main Wallet;SGD;30/03/2020;No
4825;Marigold yogurt savings;2.9;Gifts;Main Wallet;SGD;29/03/2020;No
4824;Marigold Strawberry yogurt;-2.2;Food & Beverage;Main Wallet;SGD;29/03/2020;No
4823;Marigold Na Ta Deco yogurt;-2.2;Food & Beverage;Main Wallet;SGD;29/03/2020;No
4822;Marigold Mixed Berry yogurt;-2.2;Food & Beverage;Main Wallet;SGD;29/03/2020;No
4821;Marigold Aloe Vera Yogurt;-2.2;Food & Beverage;Main Wallet;SGD;29/03/2020;No
4820;PSR cherry tomatoes;-1.4;Food & Beverage;Main Wallet;SGD;29/03/2020;No
4819;Hershey's cookies and cream chocolate bar 102g;-4;Food & Beverage;Main Wallet;SGD;29/03/2020;No
4818;Pocky sakaura biscuit sticks;-1.5;Food & Beverage;Main Wallet;SGD;29/03/2020;No
4817;D-plus yuzu citrus bun 80g;-1;Food & Beverage;Main Wallet;SGD;29/03/2020;No
4816;D-plus strawberry strawberry bun;-1;Food & Beverage;Main Wallet;SGD;29/03/2020;No
4815;Camel Roast peanuts 150g;-1.45;Food & Beverage;Main Wallet;SGD;29/03/2020;No
4814;Crunchy first baby butterhead lettuce 160g;-2.85;Food & Beverage;Main Wallet;SGD;29/03/2020;No
4813;Buttercup Luxury butter spread salted 250g;-2.55;Food & Beverage;Main Wallet;SGD;29/03/2020;No
4812;YEO Lychee 500ml drink;-1.2;Food & Beverage;Main Wallet;SGD;28/03/2020;No
4811;Sunshine White Bread 400g;-1.7;Food & Beverage;Main Wallet;SGD;28/03/2020;No
4810;NCN bakery potato Nacho cheese bun 92g;-1;Food & Beverage;Main Wallet;SGD;28/03/2020;No
4809;"NSTI Malay food rice with sweet and sour sauce fish, salad and 1 hash brown";-2.8;Food & Beverage;Main Wallet;SGD;27/03/2020;No
4807;Gomo phone bill;-20;Bills;Main Wallet;SGD;26/03/2020;No
4808;Great Eastern medical insurance;-66.44;Insurance;Main Wallet;SGD;26/03/2020;No
4804;Yishun Polyclinic: Tailbone pain;-14.55;Health & Fitness;Main Wallet;SGD;25/03/2020;No
4805;Q0010 Men's automatic buckle belt;-12.49;Shopping;Main Wallet;SGD;25/03/2020;No
4806;McDonald's double cheese Burger;-3.9;Food & Beverage;Main Wallet;SGD;25/03/2020;No
4802;CDA spaghetti with chicken chop and fries and salad;-3;Food & Beverage;Main Wallet;SGD;24/03/2020;No
4826;Purchase of 0.9994 eth;-200;Crypto;Main Wallet;SGD;24/03/2020;No
